GSE-FB01,1,yok2,vs0_root_p6,,,
GSE-FB01,1,yok2,vs0_root_p7,,,
GSE-FB01,1,yok2,vs0_root_p8,,,
GSE-FB01,1,yok2,vs0_root_p9,,,
GSE-FB01,1,yok2,vs0_root_s1,,,
GSE-FB01,1,yok2,vs0_root_s2,,,
GSE-FB01,1024,yok2,wuxi_tsmc28hpcp_72bit_phy,,,
GSE-FB01,500,yok2,xtensa_tools,,,
GSE-FB01,1100,yok2,zfed_project,,,
GSE-FB01,3072,yok2,esx_infra_win_db_vol01,,,
GSE-FB01,7168,yok2,esx_infra_win_vdi01,,,
GSE-FB01,4608,yok2,esx_infra_win_vdi02,,,
GSE-FB01,6373,yok2,esx_infra_win_vdi03,,,
GSE-FB01,5312,yok2,esx_infra_win_vdi04,,,
GSE-FB01,7903,yok2,esx_noi_spbvdi_01_nfs01,,,
GSE-FB01,4096,yok2,esx_noi_spbvdi_01_nfs02,,,
GSE-FB01,4096,yok2,esx_noi_spbvdi_01_nfs03,,,
GSE-FB01,10945,yok2,esx_noi_vdi_02_gcs_nfs01,,,
GSE-FB01,9202,yok2,esx_noi_vdi_02_gcs_nfs02,,,
GSE-FB01,4096,yok2,esx_spb_infra_vdi01,,,
GSE-FB01,8067,yok2,esx_unix_infra_vdi01,,,
GSE-FB01,4080,yok2,esx_unix_infra_vdi02,,,
GSE-FB01,8450,yok2,esx_user_win_vdi01,,,
GSE-FB01,4096,yok2,esx_windows_infra_vdi04,,,
GSE-FB01,25135,yok2,noi_unix_vdi_01_nfs01_active,,,
GSE-FB01,23206,yok2,noi_unix_vdi_01_nfs02_active,,,
GSE-FB01,1507,yok2,vdi_prd_images,,,
GSE-FB01,2560,yok2,vdi_temp_farm_vikash,,,
GSE-FB01,1,yok2,vs_vdi_root,,,
GSE-FB01,1,yok2,vs_vdi_root_p1,,,
GSE-FB01,1,yok2,vs_vdi_root_p10,,,
GSE-FB01,1,yok2,vs_vdi_root_p2,,,
GSE-FB01,1,yok2,vs_vdi_root_p5,,,
GSE-FB01,1,yok2,vs_vdi_root_p6,,,
GSE-FB01,1,yok2,vs_vdi_root_p7,,,
GSE-FB01,1,yok2,vs_vdi_root_p8,,,
GSE-FB01,1,yok2,vs_vdi_root_p9,,,
GSE-FB01,1,yok2,vs_vdi_root_s1,,,
GSE-FB01,1,yok2,vs_vdi_root_s2,,,
